index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_language_list,drama_time
175,我们的师父,孔晓一,"于晓光,大张伟,刘宇宁,董思成,牛犇",6.5,https://movie.douban.com/subject/30464904/, 中国大陆, 汉语普通话,2019
176,PRODUCE 48,安俊英,"李昇基,李弘基,金恩英,姜智贤,姜丹尼尔",6.4,https://movie.douban.com/subject/27608490/, 韩国, 韩语,2018
177,中餐厅 第一季,王恬,"赵薇,黄晓明,周冬雨,张亮,靳梦佳",6.2,https://movie.douban.com/subject/27079327/, 中国大陆, 汉语普通话,2017
178,十三邀 第三季,,"许知远,张艺谋,李宇春",8.6,https://movie.douban.com/subject/30284874/, 中国大陆, 汉语普通话,2018
179,真正男子汉 第一季,"梁书源,罗煦明,刘庆荣","王宝强,郭晓东,张丰毅,袁弘,刘昊然",8.4,https://movie.douban.com/subject/26261192/, 中国大陆, 汉语普通话,2015
180,奇葩说 第二季,牟頔,"马东,蔡康永,金星,樊野,寇乃馨",8.5,https://movie.douban.com/subject/26323567/,,,[]
181,一本好书,关正文,"赵立新,黄维德,何雨桐,赵晏博,陈晓楠",9.2,https://movie.douban.com/subject/30337114/, 中国大陆, 汉语普通话,2018
182,这！就是灌篮,朱玲,"周杰伦,李易峰,林书豪,郭艾伦,易建联",8.0,https://movie.douban.com/subject/30201077/, 中国大陆, 汉语普通话,2018
183,花样青春：非洲篇,罗英石,"柳俊烈,安在洪,高庚杓,朴宝剑",9.4,https://movie.douban.com/subject/26715586/, 韩国, 韩语,2016
184,PRODUCE 101 第二季,安俊英,"宝儿,李硕薰,申宥美,朴嘉熙,权宰胜",8.6,https://movie.douban.com/subject/27000583/, 韩国, 韩语,2017
