index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_language_list,drama_time
335,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
336,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
337,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
338,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
339,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
340,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
341,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
342,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
343,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
344,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
345,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
346,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
347,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
348,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
349,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
350,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
351,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
352,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
353,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
354,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
355,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
356,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
357,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
358,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
359,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
360,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
361,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
362,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
363,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
364,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
365,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
366,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
367,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
368,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
369,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
370,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
371,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
372,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
373,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
374,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
375,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
376,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
377,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
378,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
379,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
380,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
381,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
382,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
383,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
384,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
385,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
386,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
387,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
388,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
389,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
390,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
391,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
392,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
393,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
394,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
395,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
396,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
397,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
398,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
399,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
400,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
401,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
402,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
403,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
404,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
405,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
406,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
407,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
408,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
409,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
410,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
411,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
412,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
413,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
414,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
415,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
416,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
417,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
418,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
419,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
420,甲铁城的卡巴内瑞,荒木哲郎,"畠中祐,内田真礼,增田俊树,梶裕贵,冲佳苗",6.7,https://movie.douban.com/subject/26271872/,,,[]
421,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
422,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
423,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
424,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
425,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
426,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
427,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
428,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
429,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
430,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
431,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
432,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
433,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
434,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
435,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
436,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
437,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
438,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
439,甲铁城的卡巴内瑞,荒木哲郎,"畠中祐,内田真礼,增田俊树,梶裕贵,冲佳苗",6.7,https://movie.douban.com/subject/26271872/,,,[]
440,请吃红小豆吧！,林春柳,,9.0,https://movie.douban.com/subject/30259908/,,,[]
441,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
442,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
443,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
444,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
445,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
446,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
447,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
448,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
449,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
450,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
451,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
452,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
453,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
454,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
455,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
456,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
457,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
458,甲铁城的卡巴内瑞,荒木哲郎,"畠中祐,内田真礼,增田俊树,梶裕贵,冲佳苗",6.7,https://movie.douban.com/subject/26271872/,,,[]
459,请吃红小豆吧！,林春柳,,9.0,https://movie.douban.com/subject/30259908/,,,[]
460,干物妹！小埋,太田雅彦,"田中爱美,野岛健儿,影山灯,白石晴香,古川由利奈",7.9,https://movie.douban.com/subject/26282460/,,,[]
461,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
462,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
463,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
464,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
465,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
466,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
467,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
468,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
469,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
470,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
471,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
472,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
473,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
474,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
475,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
476,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
477,甲铁城的卡巴内瑞,荒木哲郎,"畠中祐,内田真礼,增田俊树,梶裕贵,冲佳苗",6.7,https://movie.douban.com/subject/26271872/,,,[]
478,请吃红小豆吧！,林春柳,,9.0,https://movie.douban.com/subject/30259908/,,,[]
479,干物妹！小埋,太田雅彦,"田中爱美,野岛健儿,影山灯,白石晴香,古川由利奈",7.9,https://movie.douban.com/subject/26282460/,,,[]
480,会长是女仆,樱井弘明,"藤村步,冈本信彦,五十岚裕美,丰崎爱生,阿澄佳奈",8.2,https://movie.douban.com/subject/4191745/,,,[]
481,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
482,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
483,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
484,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
485,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
486,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
487,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
488,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
489,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
490,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
491,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
492,寄生兽 生命的准则,清水健一,"平野绫,岛崎信长,花泽香菜,吉野裕行,泽城美雪",9.0,https://movie.douban.com/subject/25774052/,,,[]
493,狐妖小红娘,王昕,"阿杰,刘校妤,乔诗语,阎萌萌,杨天翔",8.9,https://movie.douban.com/subject/26435736/,,,[]
494,夏目友人帐 第三季,大森贵弘,"神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/5967223/,,,[]
495,夏目友人帐 第六季,"大森贵弘,出合小都美","神谷浩史,井上和彦,小林沙苗,石田彰,堀江一真",9.5,https://movie.douban.com/subject/26939247/,,,[]
496,甲铁城的卡巴内瑞,荒木哲郎,"畠中祐,内田真礼,增田俊树,梶裕贵,冲佳苗",6.7,https://movie.douban.com/subject/26271872/,,,[]
497,请吃红小豆吧！,林春柳,,9.0,https://movie.douban.com/subject/30259908/,,,[]
498,干物妹！小埋,太田雅彦,"田中爱美,野岛健儿,影山灯,白石晴香,古川由利奈",7.9,https://movie.douban.com/subject/26282460/,,,[]
499,会长是女仆,樱井弘明,"藤村步,冈本信彦,五十岚裕美,丰崎爱生,阿澄佳奈",8.2,https://movie.douban.com/subject/4191745/,,,[]
500,夏目友人帐 第五季,"大森贵弘,出合小都美","神谷浩史,井上和彦,石田彰,堀江一真,菅沼久义",9.5,https://movie.douban.com/subject/26754896/,,,[]
